"distributed";"ImplicitSubjectType.PASSIVE";"A beneficiary person or an authorised entity established in a Member State may import or otherwise obtain or access and thereafter use, in accordance with the national legislation adopted pursuant to Directive (EU) 2017/1564, an accessible format copy of a work or other subject matter that has been distributed, communicated or made available to beneficiary persons or to authorised entities, by an authorised entity in a third country that is a party to the Marrakesh Treaty.";"32017R1563";"['work', 'beneficiary person', '‘accessible format copy', 'authorised entity']";"{'distributed': ['authorised entity', 'beneficiary person'], 'communicated': ['authorised entity', 'beneficiary person'], 'made': ['beneficiary person', 'authorised entity']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"A domain name may also be revoked, and where necessary subsequently transferred to another party, following an appropriate ADR or judicial procedure, in accordance with the principles and procedures on the functioning of the .eu TLD laid down pursuant to Article 11, where that name is identical or confusingly similar to a name in respect of which a right is established by Union or national law, and where it has been registered or is being used in bad faith.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'following': ['Registrar', 'registration'], 'being': ['registration', 'Registrar'], 'revoked': ['Registrar', 'registration'], 'transferred': ['Registrar', 'registration']}"
"following";"ImplicitSubjectType.GERUND";"A domain name may also be revoked, and where necessary subsequently transferred to another party, following an appropriate ADR or judicial procedure, in accordance with the principles and procedures on the functioning of the .eu TLD laid down pursuant to Article 11, where that name is identical or confusingly similar to a name in respect of which a right is established by Union or national law, and where it has been registered or is being used in bad faith.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'following': ['Registrar', 'registration'], 'being': ['registration', 'Registrar'], 'revoked': ['Registrar', 'registration'], 'transferred': ['Registrar', 'registration']}"
"being";"ImplicitSubjectType.GERUND";"A domain name may also be revoked, and where necessary subsequently transferred to another party, following an appropriate ADR or judicial procedure, in accordance with the principles and procedures on the functioning of the .eu TLD laid down pursuant to Article 11, where that name is identical or confusingly similar to a name in respect of which a right is established by Union or national law, and where it has been registered or is being used in bad faith.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'following': ['Registrar', 'registration'], 'being': ['registration', 'Registrar'], 'revoked': ['Registrar', 'registration'], 'transferred': ['Registrar', 'registration']}"
"blocked";"ImplicitSubjectType.PASSIVE";"Where a domain name is found by a decision of a court of a Member State to be defamatory, racist or contrary to public policy or public security under Union law, or national law that complies with Union law, that domain name shall be blocked by the Registry upon notification of the court's decision and shall be revoked upon notification of the final court decision.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'blocked': ['Registrar', 'registration'], 'revoked': ['Registrar', 'registration']}"
"revoked";"ImplicitSubjectType.PASSIVE";"Where a domain name is found by a decision of a court of a Member State to be defamatory, racist or contrary to public policy or public security under Union law, or national law that complies with Union law, that domain name shall be blocked by the Registry upon notification of the court's decision and shall be revoked upon notification of the final court decision.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'blocked': ['Registrar', 'registration'], 'revoked': ['Registrar', 'registration']}"
"reserved";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which are not to be registered pursuant to their national law;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration']}"
"registered";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which are not to be registered pursuant to their national law;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration']}"
"registered";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which are not to be registered pursuant to their national law;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration']}"
"reserved";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which may be registered or reserved only at the second-level by the Member States.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['registration', 'Registrar'], 'registered': ['Registrar', 'registration']}"
"registered";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which may be registered or reserved only at the second-level by the Member States.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['registration', 'Registrar'], 'registered': ['Registrar', 'registration']}"
"registered";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which may be registered or reserved only at the second-level by the Member States.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['registration', 'Registrar'], 'registered': ['Registrar', 'registration']}"
"reserved";"ImplicitSubjectType.PASSIVE";"Member States may, without prejudice to domain names that have already been reserved or registered, notify to the Commission a list of domain names which may be registered or reserved only at the second-level by the Member States.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'reserved': ['registration', 'Registrar'], 'registered': ['Registrar', 'registration']}"
"adopted";"ImplicitSubjectType.PASSIVE";"The Commission shall adopt the lists notified by the Member States by means of implementing acts. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 17(2).";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'adopted': ['registration']}"
"provided";"ImplicitSubjectType.PASSIVE";"The Registry shall provide those Registrars with services and information under the same conditions, and of the same quality, as provided for its own equivalent services.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'provided': ['Registrar', 'registration']}"
"included";"ImplicitSubjectType.PASSIVE";"The Commission shall set out the principles to be included in the contract between the Commission and the Registry, by means of implementing acts.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'included': ['Registrar']}"
"following";"ImplicitSubjectType.GERUND";"The Commission shall designate an entity as the Registry following the completion of the procedure referred to in paragraphs 1 and 2.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'following': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract shall reflect the obligations of the Registry and shall include the principles and procedures on the functioning of the .eu TLD laid down on the basis of Articles 10 and 11.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The Registry shall be required to publish the principles and procedures on the functioning of the .eu TLD laid down on the basis of Article 11 in all of the official languages of the Union institutions;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'required': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The Registry shall be required to participate, where requested by the Commission, in the work of the .eu Multistakeholder Advisory Group and cooperate with the Commission to improve the functioning and management of the .eu TLD.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'required': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including an ADR policy;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including an ADR policy;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including requirements and procedures for registration requests, a policy on the verification of registration criteria, a policy on the verification of registrants' data, and a policy on the speculative registration of domain names;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including requirements and procedures for registration requests, a policy on the verification of registration criteria, a policy on the verification of registrants' data, and a policy on the speculative registration of domain names;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including a policy on abusive registration of domain names and a policy on the timely identification of domain names that have been registered and used in bad faith, referred to in Article 4;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration'], 'used': ['Registrar', 'registration']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including a policy on abusive registration of domain names and a policy on the timely identification of domain names that have been registered and used in bad faith, referred to in Article 4;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration'], 'used': ['Registrar', 'registration']}"
"registered";"ImplicitSubjectType.PASSIVE";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including a policy on abusive registration of domain names and a policy on the timely identification of domain names that have been registered and used in bad faith, referred to in Article 4;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration'], 'used': ['Registrar', 'registration']}"
"used";"ImplicitSubjectType.PASSIVE";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including a policy on abusive registration of domain names and a policy on the timely identification of domain names that have been registered and used in bad faith, referred to in Article 4;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration'], 'registered': ['Registrar', 'registration'], 'used': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including a policy on the revocation of domain names;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including a policy on the revocation of domain names;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including the treatment of intellectual property rights;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including the treatment of intellectual property rights;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including measures to enable competent authorities to have access to data in the Registry for the purposes of prevention, detection, investigation and prosecution of crime, as provided by Union law or national law that complies with Union law, subject to appropriate checks and balances;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including measures to enable competent authorities to have access to data in the Registry for the purposes of prevention, detection, investigation and prosecution of crime, as provided by Union law or national law that complies with Union law, subject to appropriate checks and balances;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['registration', 'Registrar']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including detailed procedures by means of which to amend the contract.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration']}"
"including";"ImplicitSubjectType.GERUND";"The contract, concluded between the Commission and the designated Registry in accordance with Article 8(4) shall contain the principles and procedures concerning the functioning of the .eu TLD, in compliance with this Regulation, including detailed procedures by means of which to amend the contract.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration'], 'including': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"The Commission shall ascertain the soundness of financial management of the Registry and its compliance with this Regulation and with the principles and procedures on the functioning of the .eu TLD as referred to in Article 11.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the functioning': ['Registrar', 'registration']}"
"improving";"ImplicitSubjectType.GERUND";"In accordance with its supervisory activities, the Commission may convey specific instructions to the Registry for correcting or improving the organisation, administration and management of the .eu TLD.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'improving': ['Registrar', 'registration']}"
"including";"ImplicitSubjectType.GERUND";"The .eu Multistakeholder Advisory Group shall have to issue opinions to the Commission on strategic matters relating to the management, organisation and adminis tration of the .eu TLD, including issues relating to cybersecurity and data protection;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'including': ['registration', 'Registrar']}"
"monitoring";"ImplicitSubjectType.NOMINALIZED_VERB";"The .eu Multistakeholder Advisory Group shall have to advise the Commission on matters relating to the monitoring and supervision of the Registry, in particular with regard to the audit referred to in point (l) of Article 10;";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the monitoring': ['Registrar', 'registration']}"
"composed";"ImplicitSubjectType.PASSIVE";"The .eu Multistakeholder Advisory Group shall be composed of representatives of stakeholders that are established in the Union.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'composed': ['Registrar', 'registration'], 'established': ['Registrar', 'registration']}"
"taking";"ImplicitSubjectType.GERUND";"Representatives other than those drawn from Member States' authorities and international organisations shall be appointed by the Commission on the basis of an open, non-discriminatory and transparent procedure, taking the utmost account the principle of gender equality.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'taking': ['Registrar', 'registration']}"
"chaired";"ImplicitSubjectType.PASSIVE";"The .eu Multistakeholder Advisory Group shall be chaired by a representative of the Commission or by a person appointed by the Commission.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'chaired': ['Registrar']}"
"including";"ImplicitSubjectType.GERUND";"The Union shall retain all rights relating to the .eu TLD including, in particular, any intellectual property rights or other rights to the Registry databases that are required to ensure the implementation of this Regulation, as well as the right to re-designate the Registry.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'including': ['Registrar', 'registration'], '-': ['you'], 'designate': ['you'], 'required': ['Registrar', 'registration']}"
"-";"ImplicitSubjectType.IMPERATIVE";"The Union shall retain all rights relating to the .eu TLD including, in particular, any intellectual property rights or other rights to the Registry databases that are required to ensure the implementation of this Regulation, as well as the right to re-designate the Registry.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'including': ['Registrar', 'registration'], '-': ['you'], 'designate': ['you'], 'required': ['Registrar', 'registration']}"
"designate";"ImplicitSubjectType.IMPERATIVE";"The Union shall retain all rights relating to the .eu TLD including, in particular, any intellectual property rights or other rights to the Registry databases that are required to ensure the implementation of this Regulation, as well as the right to re-designate the Registry.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'including': ['Registrar', 'registration'], '-': ['you'], 'designate': ['you'], 'required': ['Registrar', 'registration']}"
"required";"ImplicitSubjectType.PASSIVE";"The Union shall retain all rights relating to the .eu TLD including, in particular, any intellectual property rights or other rights to the Registry databases that are required to ensure the implementation of this Regulation, as well as the right to re-designate the Registry.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'including': ['Registrar', 'registration'], '-': ['you'], 'designate': ['you'], 'required': ['Registrar', 'registration']}"
"functioning";"ImplicitSubjectType.NOMINALIZED_VERB";"By 13 October 2027 and every three years thereafter, the Commission shall assess the implementation, effectiveness and functioning of the .eu TLD, based in particular on the information submitted by the Registry pursuant to point (l) of Article 10.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'functioning': ['Registrar', 'registration']}"
"taking";"ImplicitSubjectType.GERUND";"By 30 June 2020, the Commission shall assess, taking into account current practice, whether and how the Registry is to cooperate with the EUIPO and other Union agencies with a view to combating speculative and abusive registrations of domain names, and whether and how simple administrative procedures are to be provided for, in particular with regard to SMEs.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'taking': ['Registrar', 'registration'], 'provided': ['Registrar', 'registration']}"
"provided";"ImplicitSubjectType.PASSIVE";"By 30 June 2020, the Commission shall assess, taking into account current practice, whether and how the Registry is to cooperate with the EUIPO and other Union agencies with a view to combating speculative and abusive registrations of domain names, and whether and how simple administrative procedures are to be provided for, in particular with regard to SMEs.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'taking': ['Registrar', 'registration'], 'provided': ['Registrar', 'registration']}"
"meaning";"ImplicitSubjectType.NOMINALIZED_VERB";"That committee shall be a committee within the meaning of Regulation (EU) No 182/2011.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'the meaning': ['Registrar']}"
"revoked";"ImplicitSubjectType.PASSIVE";"The delegation of power referred to in Article 8(1) may be revoked at any time by the European Parliament or by the Council.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'revoked': ['Registrar', 'registration']}"
"following";"ImplicitSubjectType.GERUND";"It shall take effect the day following the publication of the decision in the Official Journal of the European Union or at a later date specified therein.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'following': ['Registrar', 'registration']}"
"pursuant";"ImplicitSubjectType.GERUND";"A delegated act adopted pursuant to Article 8(1) shall enter into force only if no objection has been expressed either by the European Parliament or the Council within a period of two months of notification of that act to the European Parliament and the Council or if, before the expiry of that period, the European Parliament and the Council have both informed the Commission that they will not object.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'pursuant': ['Registrar', 'registration']}"
"registered";"ImplicitSubjectType.PASSIVE";"Domain name holders that have domain names that were registered pursuant to point (b) of Article 4(2) of Regulation (EC) No 733/2002 shall retain their rights in relation to the existing registered domain names.";"32019R0517";"['Registry', 'Registrar', 'Internationalised Domain Name protocols', 'WHOIS database', 'registration']";"{'registered': ['Registrar', 'registration']}"
"acting";"ImplicitSubjectType.GERUND";"The general objective of the Programme is to support the customs union and customs authorities working together and acting as one to protect the financial and economic interests of the Union and its Member States, to ensure security and safety within the Union and to protect the Union from unfair and illegal trade, while facilitating legitimate business activity.";"32021R0444";"['customs authorities', 'European electronic systems', 'common component', 'national component', 'third country']";"{'acting': ['customs authorities', 'third country', 'European electronic systems'], 'facilitating': ['customs authorities', 'third country', 'European electronic systems']}"
"building";"ImplicitSubjectType.NOMINALIZED_VERB";"The specific objectives of the Programme are to support administrative and IT capacity building, including human competency and training, as well as the development and operation of European electronic systems;";"32021R0444";"['customs authorities', 'European electronic systems', 'common component', 'national component', 'third country']";"{'administrative and IT capacity building': ['European electronic systems', 'customs authorities', 'third country'], 'training': ['European electronic systems', 'third country', 'customs authorities'], 'including': ['European electronic systems']}"
