"Where the processing for a purpose other than that for which the personal data have been collected is not based on the data subject’s consent or on a Union or Member State law which constitutes a necessary and proportionate measure in a democratic society to safeguard the objectives referred to in Article 23(1), the controller shall, in order to ascertain whether processing for another purpose is compatible with the purpose for which the personal data are initially collected, take into account, inter alia the possible consequences of the intended further processing for data subjects.";"e";"Where the processing by the processor for a purpose other than that for which the personal data have been collected by the processor is not based on the data subject’s consent or on a Union or Member State law which constitutes a necessary and proportionate measure in a democratic society to safeguard the objectives referred to in Article 23(1), the controller shall, in order to ascertain whether processing for another purpose by the processor is compatible with the purpose for which the personal data are initially collected by the processor, take into account, inter alia the possible consequences of the intended further processing for data subjects by the processor."
"Where the processing for a purpose other than that for which the personal data have been collected is not based on the data subject’s consent or on a Union or Member State law which constitutes a necessary and proportionate measure in a democratic society to safeguard the objectives referred to in Article 23(1), the controller shall, in order to ascertain whether processing for another purpose is compatible with the purpose for which the personal data are initially collected, take into account, inter alia the existence of appropriate safeguards, which may include encryption or pseudonymisation.";"e";"Where the processing by the processor for a purpose other than that for which the personal data have been collected by the processor is not based on the data subject’s consent or on a Union or Member State law which constitutes a necessary and proportionate measure in a democratic society to safeguard the objectives referred to in Article 23(1), the controller shall, in order to ascertain whether processing for another purpose by the processor is compatible with the purpose for which the personal data are initially collected by the processor, take into account, inter alia the existence of appropriate safeguards, which may include encryption or pseudonymisation."
"Where processing is based on consent, the controller shall be able to demonstrate that the data subject has consented to processing of his or her personal data.";"e";"Where processing by the processor is based on consent, the controller shall be able to demonstrate that the data subject has consented to processing of his or her personal data by the processor."
"If the data subject's consent is given in the context of a written declaration which also concerns other matters, the request for consent shall be presented in a manner which is clearly distinguishable from the other matters, in an intelligible and easily accessible form, using clear and plain language.";"e";"If the data subject's consent is given by the personal data in the context of a written declaration which also concerns other matters, the request for consent shall be presented in a manner which is clearly distinguishable from the other matters, in an intelligible and easily accessible form, using clear and plain language. "
"Any part of such a declaration which constitutes an infringement of this Regulation shall not be binding.";"e";"Any part of such a declaration which constitutes an infringement of this Regulation shall not be binding."
"The data subject shall have the right to withdraw his or her consent at any time.";"e";"The data subject shall have the right to withdraw his or her consent at any time. "
"The withdrawal of consent shall not affect the lawfulness of processing based on consent before its withdrawal.";"e";"The withdrawal of consent shall not affect the lawfulness of processing by the processor based on consent before its withdrawal. "
"Prior to giving consent, the data subject shall be informed thereof.";"e";"Prior to giving consent, the data subject shall be informed thereof by the supervisory authority. "
"It shall be as easy to withdraw as to give consent.";"e";"It shall be as easy to withdraw as to give consent."
"When assessing whether consent is freely given, utmost account shall be taken of whether, inter alia, the performance of a contract, including the provision of a service, is conditional on consent to the processing of personal data that is not necessary for the performance of that contract.";"e";"When assessing whether consent is freely given by the personal data, utmost account shall be taken by the third party of whether, inter alia, the performance of a contract, including the provision of a service, is conditional on consent to the processing of personal data by the processor that is not necessary for the performance of that contract."
"Where point (a) of Article 6(1) applies, in relation to the offer of information society services directly to a child, the processing of the personal data of a child shall be lawful where the child is at least 16 years old.";"e";"Where point (a) of Article 6(1) applies, in relation to the offer of information society services directly to a child, the processing of the personal data of a child by the processor shall be lawful where the child is at least 16 years old. "
"Where the child is below the age of 16 years, such processing shall be lawful only if and to the extent that consent is given or authorised by the holder of parental responsibility over the child.";"e";"Where the child is below the age of 16 years, such processing by the processor shall be lawful only if and to the extent that consent is given by the biometric data or authorised by the third party by the holder of parental responsibility over the child."
"Member States may provide by law for a lower age for those purposes provided that such lower age is not below 13 years.";"e";"Member States may provide by law for a lower age for those purposes provided by the controller that such lower age is not below 13 years."
"The controller shall make reasonable efforts to verify in such cases that consent is given or authorised by the holder of parental responsibility over the child, taking into consideration available technology.";"e";"The controller shall make reasonable efforts to verify in such cases that consent is given by the biometric data or authorised by the third party by the holder of parental responsibility over the child, taking into consideration available technology."
"Paragraph 1 shall not affect the general contract law of Member States such as the rules on the validity, formation or effect of a contract in relation to a child.";"e";"Paragraph 1 shall not affect the general contract law of Member States such as the rules on the validity, formation or effect of a contract in relation to a child."
"Processing of personal data revealing racial or ethnic origin, political opinions, religious or philosophical beliefs, or trade union membership, and the processing of genetic data, biometric data for the purpose of uniquely identifying a natural person, data concerning health or data concerning a natural person’s sex life or sexual orientation shall be prohibited.";"e";"Processing by the processor of personal data revealing racial or ethnic origin, political opinions, religious or philosophical beliefs, or trade union membership, and the processing by the processor of genetic data, biometric data for the purpose of uniquely identifying a natural person, data concerning health or data concerning a natural person’s sex life or sexual orientation shall be prohibited by the third party."
"Paragraph 1 shall not apply if the data subject has given explicit consent to the processing of those personal data for one or more specified purposes, except where Union or Member State law provide that the prohibition referred to in paragraph 1 may not be lifted by the data subject.";"e";"Paragraph 1 shall not apply if the data subject has given explicit consent to the processing by the processor of those personal data for one or more specified purposes, except where Union or Member State law provide that the prohibition referred to in paragraph 1 may not be lifted by the data subject."
"Paragraph 1 shall not apply if processing is necessary for the purposes of carrying out the obligations and exercising specific rights of the controller or of the data subject in the field of employment and social security and social protection law in so far as it is authorised by Union or Member State law or a collective agreement pursuant to Member State law providing for appropriate safeguards for the fundamental rights and the interests of the data subject.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary for the purposes of carrying out the obligations and exercising specific rights of the controller or of the data subject in the field of employment and social security and social protection law in so far as it is authorised by Union or Member State law or a collective agreement pursuant to Member State law providing for appropriate safeguards for the fundamental rights and the interests of the data subject."
"Paragraph 1 shall not apply if processing is necessary to protect the vital interests of the data subject or of another natural person where the data subject is physically or legally incapable of giving consent.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary to protect the vital interests of the data subject or of another natural person where the data subject is physically or legally incapable of giving consent."
"Paragraph 1 shall not apply if processing is carried out in the course of its legitimate activities with appropriate safeguards by a foundation, association or any other not-for-profit body with a political, philosophical, religious or trade union aim and on condition that the processing relates solely to the members or to former members of the body or to persons who have regular contact with it in connection with its purposes and that the personal data are not disclosed outside that body without the consent of the data subjects.";"e";"Paragraph 1 shall not apply if processing by the processor is carried out in the course of its legitimate activities with appropriate safeguards by a foundation, association or any other not-for-profit body with a political, philosophical, religious or trade union aim and on condition that the processing by the processor relates solely to the members or to former members of the body or to persons who have regular contact with it in connection with its purposes and that the personal data are not disclosed outside that body without the consent of the data subjects."
"Paragraph 1 shall not apply if processing relates to personal data which are manifestly made public by the data subject.";"e";"Paragraph 1 shall not apply if processing by the processor relates to personal data which are manifestly made public by the data subject."
"Paragraph 1 shall not apply if processing is necessary for the establishment, exercise or defence of legal claims or whenever courts are acting in their judicial capacity.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary for the establishment, exercise or defence of legal claims or whenever courts are acting in their judicial capacity."
"Paragraph 1 shall not apply if processing is necessary for reasons of substantial public interest, on the basis of Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary for reasons of substantial public interest, on the basis of Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject."
"Paragraph 1 shall not apply if processing is necessary for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the employee, medical diagnosis, the provision of health or social care or treatment or the management of health or social care systems and services on the basis of Union or Member State law or pursuant to contract with a health professional and subject to the conditions and safeguards referred to in paragraph 3.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the employee, medical diagnosis, the provision of health or social care or treatment or the management of health or social care systems and services on the basis of Union or Member State law or pursuant to contract with a health professional and subject to the conditions and safeguards referred to in paragraph 3."
"Paragraph 1 shall not apply if processing is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of Union or Member State law which provides for suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of Union or Member State law which provides for suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy."
"Paragraph 1 shall not apply if processing is necessary for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) based on Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject.";"e";"Paragraph 1 shall not apply if processing by the processor is necessary for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) based on Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject."
"Personal data referred to in paragraph 1 may be processed for the purposes referred to in point (h) of paragraph 2 when those data are processed by or under the responsibility of a professional subject to the obligation of professional secrecy under Union or Member State law or rules established by national competent bodies or by another person also subject to an obligation of secrecy under Union or Member State law or rules established by national competent bodies.";"e";"Personal data referred to in paragraph 1 may be processed for the purposes referred to in point (h) of paragraph 2 when those data are processed by the processor by or under the responsibility of a professional subject to the obligation of professional secrecy under Union or Member State law or rules established by national competent bodies or by another person also subject to an obligation of secrecy under Union or Member State law or rules established by national competent bodies."
"Member States may maintain or introduce further conditions, including limitations, with regard to the processing of genetic data, biometric data or data concerning health.";"e";"Member States may maintain or introduce further conditions, including limitations, with regard to the processing by the processor of genetic data, biometric data or data concerning health."
"Processing of personal data relating to criminal convictions and offences or related security measures based on Article 6(1) shall be carried out only under the control of official authority or when the processing is authorised by Union or Member State law providing for appropriate safeguards for the rights and freedoms of data subjects.";"e";"Processing by the processor of personal data relating to criminal convictions and offences or related security measures based on Article 6(1) shall be carried out only under the control of official authority or when the processing by the processor is authorised by the third party by Union or Member State law providing for appropriate safeguards for the rights and freedoms of data subjects. "
"Any comprehensive register of criminal convictions shall be kept only under the control of official authority.";"e";"Any comprehensive register of criminal convictions shall be kept only under the control of official authority by the supervisory authority."
"If the purposes for which a controller processes personal data do not or do no longer require the identification of a data subject by the controller, the controller shall not be obliged to maintain, acquire or process additional information in order to identify the data subject for the sole purpose of complying with this Regulation.";"e";"If the purposes for which a controller processes personal data do not or do no longer require the identification of a data subject by the controller, the controller shall not be obliged to maintain, acquire or process additional information in order to identify the data subject for the sole purpose of complying with this Regulation."
"Where, in cases referred to in paragraph 1 of this Article, the controller is able to demonstrate that it is not in a position to identify the data subject, the controller shall inform the data subject accordingly, if possible.";"e";"Where, in cases referred to in paragraph 1 of this Article, the controller is able to demonstrate that it is not in a position to identify the data subject, the controller shall inform the data subject accordingly, if possible. "
"In such cases, Articles 15 to 20 shall not apply except where the data subject, for the purpose of exercising his or her rights under those articles, provides additional information enabling his or her identification.";"e";"In such cases, Articles 15 to 20 shall not apply except where the data subject, for the purpose of exercising his or her rights under those articles, provides additional information enabling his or her identification."
"The controller shall take appropriate measures to provide any information referred to in Articles 13 and 14 and any communication under Articles 15 to 22 and 34 relating to processing to the data subject in a concise, transparent, intelligible and easily accessible form, using clear and plain language, in particular for any information addressed specifically to a child.";"e";"The controller shall take appropriate measures to provide any information referred to in Articles 13 and 14 and any communication under Articles 15 to 22 and 34 relating to processing to the data subject in a concise, transparent, intelligible and easily accessible form, using clear and plain language, in particular for any information addressed specifically to a child by the international organisation. "
"The information shall be provided in writing, or by other means, including, where appropriate, by electronic means.";"e";"The information shall be provided by the controller in writing by the filing system, or by other means, including, where appropriate, by electronic means. "
"When requested by the data subject, the information may be provided orally, provided that the identity of the data subject is proven by other means.";"e";"When requested by the data subject, the information may be provided orally by the controller, provided by the controller that the identity of the data subject is proven by other means."
"The controller shall facilitate the exercise of data subject rights under Articles 15 to 22.";"e";"The controller shall facilitate the exercise of data subject rights under Articles 15 to 22. "
"In the cases referred to in Article 11(2), the controller shall not refuse to act on the request of the data subject for exercising his or her rights under Articles 15 to 22, unless the controller demonstrates that it is not in a position to identify the data subject.";"e";"In the cases referred to in Article 11(2), the controller shall not refuse to act on the request of the data subject for exercising his or her rights under Articles 15 to 22, unless the controller demonstrates that it is not in a position to identify the data subject."
"The controller shall provide information on action taken on a request under Articles 15 to 22 to the data subject without undue delay and in any event within one month of receipt of the request.";"e";"The controller shall provide information on action taken on a request under Articles 15 to 22 by the controller to the data subject without undue delay and in any event within one month of receipt of the request. "
"That period may be extended by two further months where necessary, taking into account the complexity and number of the requests.";"e";"That period may be extended by two further months where necessary, taking into account the complexity and number of the requests. "
"The controller shall inform the data subject of any such extension within one month of receipt of the request, together with the reasons for the delay.";"e";"The controller shall inform the data subject of any such extension within one month of receipt of the request, together with the reasons for the delay. "
"Where the data subject makes the request by electronic form means, the information shall be provided by electronic means where possible, unless otherwise requested by the data subject.";"e";"Where the data subject makes the request by electronic form means, the information shall be provided by electronic means where possible, unless otherwise requested by the data subject."
"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.";"e";"If the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy."
"Information provided under Articles 13 and 14 and any communication and any actions taken under Articles 15 to 22 and 34 shall be provided free of charge.";"e";"Information provided by the controller under Articles 13 and 14 and any communication and any actions taken under Articles 15 to 22 and 34 by the supervisory authority shall be provided by the controller free of charge. "
"Where requests from a data subject are manifestly unfounded or excessive, in particular because of their repetitive character, the controller may charge a reasonable fee taking into account the administrative costs of providing the information or communication or taking the action requested.";"e";"Where requests from a data subject are manifestly unfounded or excessive, in particular because of their repetitive character, the controller may charge a reasonable fee taking into account the administrative costs of providing the information or communication or taking the action requested."
"Where requests from a data subject are manifestly unfounded or excessive, in particular because of their repetitive character, the controller may refuse to act on the request.";"e";"Where requests from a data subject are manifestly unfounded or excessive, in particular because of their repetitive character, the controller may refuse to act on the request."
"The controller shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.";"e";"The controller shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request."
"Without prejudice to Article 11, where the controller has reasonable doubts concerning the identity of the natural person making the request referred to in Articles 15 to 21, the controller may request the provision of additional information necessary to confirm the identity of the data subject.";"e";"Without prejudice to Article 11, where the controller has reasonable doubts concerning the identity of the natural person making the request referred to in Articles 15 to 21, the controller may request the provision of additional information necessary to confirm the identity of the data subject."
"The information to be provided to data subjects pursuant to Articles 13 and 14 may be provided in combination with standardised icons in order to give in an easily visible, intelligible and clearly legible manner a meaningful overview of the intended processing.";"e";"The information to be provided to data subjects by the controller pursuant to Articles 13 and 14 may be provided in combination with standardised icons by the controller in order to give in an easily visible, intelligible and clearly legible manner a meaningful overview of the intended processing by the processor. "
"Where the icons are presented electronically they shall be machine-readable.";"e";"Where the icons are presented electronically by the controller they shall be machine-readable."
"The Commission shall be empowered to adopt delegated acts in accordance with Article 92 for the purpose of determining the information to be presented by the icons and the procedures for providing standardised icons.";"e";"The Commission shall be empowered by the supervisory authority to adopt delegated acts in accordance with Article 92 for the purpose of determining the information to be presented by the icons and the procedures for providing standardised icons."
"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with the identity and the contact details of the controller and, where applicable, of the controller’s representative.";"e";"Where personal data relating to a data subject are collected from the data subject by the processor, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the identity and the contact details of the controller and, where applicable, of the controller’s representative."
"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with the contact details of the data protection officer, where applicable.";"e";"Where personal data relating to a data subject are collected from the data subject by the processor, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the contact details of the data protection officer, where applicable."
"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with the purposes of the processing for which the personal data are intended as well as the legal basis for the processing.";"e";"Where personal data relating to a data subject are collected from the data subject by the processor, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the purposes of the processing by the processor for which the personal data are intended by the controller as well as the legal basis for the processing by the processor."
"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with where the processing is based on point (f) of Article 6(1), the legitimate interests pursued by the controller or by a third party.";"e";"Where personal data relating to a data subject are collected from the data subject by the processor, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with where the processing by the processor is based on point (f) of Article 6(1), the legitimate interests pursued by the controller or by a third party."
"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with the recipients or categories of recipients of the personal data, if any.";"e";"Where personal data relating to a data subject are collected from the data subject by the processor, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the recipients or categories of recipients of the personal data, if any."
"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with where applicable, the fact that the controller intends to transfer personal data to a third country or international organisation and the existence or absence of an adequacy decision by the Commission, or in the case of transfers referred to in Article 46 or 47, or the second subparagraph of Article 49(1), reference to the appropriate or suitable safeguards and the means by which to obtain a copy of them or where they have been made available.";"e";"Where personal data relating to a data subject are collected from the data subject by the processor, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with where applicable, the fact that the controller intends to transfer personal data to a third country or international organisation and the existence or absence of an adequacy decision by the Commission, or in the case of transfers referred to in Article 46 or 47, or the second subparagraph of Article 49(1), reference to the appropriate or suitable safeguards and the means by which to obtain a copy of them or where they have been made by the processor available."
